,date_scraped,symbol,name,price,change,change_perc,market_cap,vol_utc,vol_24,total_vol,circ_supply
0,2022-11-11 08:22:41,BTC-USD,Bitcoin USD,"17,555.04","+1,552.79",+9.70%,337.127B,81.553B,81.553B,81.553B,19.204M
1,2022-11-11 08:22:41,ETH-USD,Ethereum USD,"1,294.26",+180.91,+16.25%,158.384B,28.011B,28.011B,28.011B,122.374M
2,2022-11-11 08:22:41,USDT-USD,Tether USD,0.997857,-0.000287,-0.03%,68.35B,112.673B,112.673B,112.673B,68.497B
3,2022-11-11 08:22:42,BNB-USD,BNB USD,301.70,+33.05,+12.30%,48.265B,2.421B,2.421B,2.421B,159.975M
4,2022-11-11 08:22:42,USDC-USD,USD Coin USD,1.0004,+0.0002,+0.02%,43.613B,9.208B,9.208B,9.208B,43.595B
5,2022-11-11 08:22:42,BUSD-USD,Binance USD USD,1.0011,-0.0001,-0.01%,23.03B,20.943B,20.943B,20.943B,23.005B
6,2022-11-11 08:22:42,XRP-USD,XRP USD,0.393273,+0.055715,+16.51%,19.748B,3.037B,3.037B,3.037B,50.215B
7,2022-11-11 08:22:42,ADA-USD,Cardano USD,0.366584,+0.046756,+14.62%,12.595B,1.32B,1.32B,1.32B,34.357B
8,2022-11-11 08:22:42,DOGE-USD,Dogecoin USD,0.088820,+0.013466,+17.87%,11.784B,2.376B,2.376B,2.376B,132.671B
9,2022-11-11 08:22:43,MATIC-USD,Polygon USD,1.1307,+0.2986,+35.88%,9.876B,2.159B,2.159B,2.159B,8.734B
10,2022-11-11 08:22:43,DOT-USD,Polkadot USD,5.9293,+0.5252,+9.72%,6.726B,572.552M,572.552M,572.552M,1.134B
11,2022-11-11 08:22:43,SOL-USD,Solana USD,17.22,+2.81,+19.50%,6.243B,4.022B,4.022B,4.022B,362.635M
12,2022-11-11 08:22:43,HEX-USD,HEX USD,0.034586,+0.003558,+11.47%,5.998B,11.53M,11.53M,11.53M,173.411B
