,date_scraped,symbol,name,price,change,change_perc,market_cap,vol_utc,vol_24,total_vol,circ_supply
0,2022-09-25 13:10:43,Select BTC-USDBTC-USD,Bitcoin USD,"19,009.03",-149.89,-0.78%,364.212B,24.407B,24.407B,24.407B,19.16M
1,2022-09-25 13:10:45,Select ETH-USDETH-USD,Ethereum USD,"1,326.72",-0.53,-0.04%,162.543B,11.276B,11.276B,11.276B,122.515M
2,2022-09-25 13:10:45,Select USDT-USDUSDT-USD,Tether USD,1.0001,+0.0000,+0.00%,67.959B,36.147B,36.147B,36.147B,67.955B
3,2022-09-25 13:10:46,Select USDC-USDUSDC-USD,USD Coin USD,1.0000,-0.0000,-0.00%,49.716B,3.552B,3.552B,3.552B,49.715B
4,2022-09-25 13:10:46,Select BNB-USDBNB-USD,BNB USD,275.54,-6.55,-2.32%,44.454B,760.018M,760.018M,760.018M,161.337M
5,2022-09-25 13:10:46,Select XRP-USDXRP-USD,XRP USD,0.489903,-0.012009,-2.39%,24.421B,3.118B,3.118B,3.118B,49.849B
6,2022-09-25 13:10:46,Select BUSD-USDBUSD-USD,Binance USD USD,1.0003,-0.0001,-0.01%,20.523B,6.622B,6.622B,6.622B,20.517B
7,2022-09-25 13:10:46,Select ADA-USDADA-USD,Cardano USD,0.455546,-0.008569,-1.85%,15.593B,517.824M,517.824M,517.824M,34.228B
8,2022-09-25 13:10:46,Select SOL-USDSOL-USD,Solana USD,33.92,-0.03,-0.09%,12.031B,759.168M,759.168M,759.168M,354.652M
9,2022-09-25 13:10:47,Select DOGE-USDDOGE-USD,Dogecoin USD,0.063118,-0.002844,-4.31%,8.374B,623.353M,623.353M,623.353M,132.671B
10,2022-09-25 13:10:47,Select DOT-USDDOT-USD,Polkadot USD,6.3229,-0.1480,-2.29%,7.083B,190.347M,190.347M,190.347M,1.12B
11,2022-09-25 13:10:47,Select DAI-USDDAI-USD,Dai USD,0.999942,-0.000496,-0.05%,6.93B,228.843M,228.843M,228.843M,6.93B
12,2022-09-25 13:10:47,Select MATIC-USDMATIC-USD,Polygon USD,0.762305,-0.013347,-1.72%,6.658B,271.848M,271.848M,271.848M,8.734B
13,2022-09-25 13:10:47,Select SHIB-USDSHIB-USD,Shiba Inu USD,0.000011,+0.000000,+0.92%,6.284B,646.671M,646.671M,646.671M,549.063T
14,2022-09-25 13:10:47,Select WTRX-USDWTRX-USD,Wrapped TRON USD,0.060016,-0.000681,-1.12%,6.102B,"427,928","427,928","427,928",101.676B
15,2022-09-25 13:10:47,Select HEX-USDHEX-USD,HEX USD,0.032896,+0.001078,+3.39%,5.705B,6.985M,6.985M,6.985M,173.411B
16,2022-09-25 13:10:48,Select TRX-USDTRX-USD,TRON USD,0.060088,-0.000671,-1.10%,5.549B,283.517M,283.517M,283.517M,92.354B
17,2022-09-25 13:10:48,Select AVAX-USDAVAX-USD,Avalanche USD,17.84,-0.32,-1.78%,5.277B,154.869M,154.869M,154.869M,295.879M
