,date_scraped,symbol,name,price,change,change_perc,market_cap,vol_utc,vol_24,total_vol,circ_supply
0,2022-10-08 09:38:31,BTC-USD,Bitcoin USD,"19,572.40",-427.30,-2.14%,375.253B,28.955B,28.955B,28.955B,19.173M
1,2022-10-08 09:38:31,ETH-USD,Ethereum USD,"1,332.93",-23.90,-1.76%,163.548B,9.9B,9.9B,9.9B,122.698M
2,2022-10-08 09:38:31,USDT-USD,Tether USD,1.0001,-0.0000,-0.00%,68.341B,37.702B,37.702B,37.702B,68.333B
3,2022-10-08 09:38:32,USDC-USD,USD Coin USD,1.0001,+0.0001,+0.01%,46.107B,3.629B,3.629B,3.629B,46.104B
4,2022-10-08 09:38:32,BNB-USD,BNB USD,281.89,-3.00,-1.05%,45.48B,913.011M,913.011M,913.011M,161.337M
5,2022-10-08 09:38:32,XRP-USD,XRP USD,0.516500,+0.024195,+4.91%,25.752B,2.675B,2.675B,2.675B,49.859B
6,2022-10-08 09:38:32,BUSD-USD,Binance USD USD,1.0001,-0.0000,-0.00%,21.63B,5.47B,5.47B,5.47B,21.628B
7,2022-10-08 09:38:32,ADA-USD,Cardano USD,0.424224,-0.004319,-1.01%,14.537B,419.163M,419.163M,419.163M,34.266B
8,2022-10-08 09:38:32,SOL-USD,Solana USD,32.92,-0.59,-1.75%,11.709B,641.205M,641.205M,641.205M,355.725M
9,2022-10-08 09:38:32,DOGE-USD,Dogecoin USD,0.062314,-0.001132,-1.78%,8.267B,303.766M,303.766M,303.766M,132.671B
10,2022-10-08 09:38:33,MATIC-USD,Polygon USD,0.830826,-0.007441,-0.89%,7.257B,277.284M,277.284M,277.284M,8.734B
11,2022-10-08 09:38:33,DOT-USD,Polkadot USD,6.3771,+0.0148,+0.23%,7.17B,174.89M,174.89M,174.89M,1.124B
12,2022-10-08 09:38:33,DAI-USD,Dai USD,0.999678,+0.000167,+0.02%,6.769B,345.226M,345.226M,345.226M,6.771B
13,2022-10-08 09:38:33,WTRX-USD,Wrapped TRON USD,0.062441,-0.000470,-0.75%,6.349B,"317,821","317,821","317,821",101.676B
14,2022-10-08 09:38:33,SHIB-USD,Shiba Inu USD,0.000011,-0.000000,-1.03%,6.096B,159.802M,159.802M,159.802M,549.063T
15,2022-10-08 09:38:33,HEX-USD,HEX USD,0.033362,-0.000097,-0.29%,5.785B,4.966M,4.966M,4.966M,173.411B
16,2022-10-08 09:38:34,TRX-USD,TRON USD,0.062568,-0.000468,-0.74%,5.777B,293.487M,293.487M,293.487M,92.333B
17,2022-10-08 09:38:34,UNI1-USD,Uniswap USD,6.8265,-0.1707,-2.44%,5.203B,124.505M,124.505M,124.505M,762.209M
18,2022-10-08 09:38:34,AVAX-USD,Avalanche USD,16.93,-0.19,-1.09%,5.015B,157.635M,157.635M,157.635M,296.13M
19,2022-10-08 09:38:34,WBTC-USD,Wrapped Bitcoin USD,"19,579.43",-423.53,-2.12%,4.794B,103.119M,103.119M,103.119M,"244,856"
