,date_scraped,symbol,name,price,change,change_perc,market_cap,vol_utc,vol_24,total_vol,circ_supply
0,2022-09-23 12:35:25,Select BTC-USDBTC-USD,Bitcoin USD,"19,424.57",+717.34,+3.83%,372.139B,39.614B,39.614B,39.614B,19.158M
1,2022-09-23 12:35:26,Select ETH-USDETH-USD,Ethereum USD,"1,343.91",+79.40,+6.28%,164.611B,18.301B,18.301B,18.301B,122.486M
2,2022-09-23 12:35:26,Select USDT-USDUSDT-USD,Tether USD,0.999991,-0.000126,-0.01%,67.954B,54.144B,54.144B,54.144B,67.955B
3,2022-09-23 12:35:26,Select USDC-USDUSDC-USD,USD Coin USD,1.0001,+0.0000,+0.00%,49.906B,5.085B,5.085B,5.085B,49.899B
4,2022-09-23 12:35:26,Select BNB-USDBNB-USD,BNB USD,274.98,+9.72,+3.67%,44.364B,844.264M,844.264M,844.264M,161.337M
5,2022-09-23 12:35:26,Select XRP-USDXRP-USD,XRP USD,0.537184,+0.129828,+31.87%,26.778B,6.251B,6.251B,6.251B,49.849B
6,2022-09-23 12:35:26,Select BUSD-USDBUSD-USD,Binance USD USD,1.0007,+0.0010,+0.10%,20.531B,9.14B,9.14B,9.14B,20.517B
7,2022-09-23 12:35:27,Select ADA-USDADA-USD,Cardano USD,0.475373,+0.031828,+7.18%,16.271B,889.408M,889.408M,889.408M,34.227B
8,2022-09-23 12:35:27,Select SOL-USDSOL-USD,Solana USD,33.07,+1.93,+6.20%,11.723B,838.567M,838.567M,838.567M,354.522M
9,2022-09-23 12:35:27,Select DOGE-USDDOGE-USD,Dogecoin USD,0.061751,+0.004292,+7.47%,8.193B,293.321M,293.321M,293.321M,132.671B
10,2022-09-23 12:35:27,Select DOT-USDDOT-USD,Polkadot USD,6.5629,+0.3245,+5.20%,7.347B,285.645M,285.645M,285.645M,1.119B
11,2022-09-23 12:35:27,Select DAI-USDDAI-USD,Dai USD,1.0001,-0.0002,-0.02%,6.933B,378.547M,378.547M,378.547M,6.932B
12,2022-09-23 12:35:27,Select MATIC-USDMATIC-USD,Polygon USD,0.767734,+0.048404,+6.73%,6.706B,407.432M,407.432M,407.432M,8.734B
13,2022-09-23 12:35:28,Select WTRX-USDWTRX-USD,Wrapped TRON USD,0.060597,+0.001532,+2.59%,6.161B,"733,881","733,881","733,881",101.676B
14,2022-09-23 12:35:28,Select SHIB-USDSHIB-USD,Shiba Inu USD,0.000011,+0.000001,+5.48%,6.086B,231.721M,231.721M,231.721M,549.063T
15,2022-09-23 12:35:28,Select TRX-USDTRX-USD,TRON USD,0.060833,+0.001644,+2.78%,5.618B,357.742M,357.742M,357.742M,92.356B
16,2022-09-23 12:35:28,Select HEX-USDHEX-USD,HEX USD,0.031825,+0.000781,+2.52%,5.519B,8.017M,8.017M,8.017M,173.411B
17,2022-09-23 12:35:28,Select AVAX-USDAVAX-USD,Avalanche USD,17.93,+1.16,+6.92%,5.306B,279.402M,279.402M,279.402M,295.865M
18,2022-09-23 12:35:28,Select WBTC-USDWBTC-USD,Wrapped Bitcoin USD,"19,415.19",+703.25,+3.76%,4.751B,225.83M,225.83M,225.83M,"244,707"
19,2022-09-23 12:35:29,Select LEO-USDLEO-USD,UNUS SED LEO USD,4.9606,+0.3835,+8.38%,4.732B,3.511M,3.511M,3.511M,953.954M
20,2022-09-23 12:35:29,Select STETH-USDSTETH-USD,Lido Staked ETH USD,"1,337.16",+82.04,+6.54%,4.664B,10.947M,10.947M,10.947M,3.488M
21,2022-09-23 12:35:29,Select UNI1-USDUNI1-USD,Uniswap USD,5.9343,+0.3241,+5.78%,4.523B,112.785M,112.785M,112.785M,762.209M
22,2022-09-23 12:35:29,Select YOUC-USDYOUC-USD,yOUcash USD,0.511398,-0.000062,-0.01%,4.407B,"708,862","708,862","708,862",8.617B
23,2022-09-23 12:35:29,Select ATOM-USDATOM-USD,Cosmos USD,14.78,+1.15,+8.45%,4.232B,606.127M,606.127M,606.127M,286.37M
24,2022-09-23 12:35:30,Select ETC-USDETC-USD,Ethereum Classic USD,29.11,+1.11,+3.95%,3.988B,656.985M,656.985M,656.985M,137.01M
25,2022-09-23 12:35:30,Select LTC-USDLTC-USD,Litecoin USD,54.48,+2.60,+5.02%,3.881B,490.849M,490.849M,490.849M,71.231M
26,2022-09-23 12:35:30,Select LINK-USDLINK-USD,Chainlink USD,7.2550,+0.5046,+7.47%,3.567B,374.495M,374.495M,374.495M,491.6M
27,2022-09-23 12:35:30,Select XLM-USDXLM-USD,Stellar USD,0.131775,+0.019611,+17.48%,3.349B,354.887M,354.887M,354.887M,25.414B
28,2022-09-23 12:35:30,Select FTT-USDFTT-USD,FTX Token USD,23.91,+0.91,+3.93%,3.203B,68.518M,68.518M,68.518M,133.975M
29,2022-09-23 12:35:30,Select NEAR-USDNEAR-USD,NEAR Protocol USD,3.9278,+0.2161,+5.82%,3.092B,230.965M,230.965M,230.965M,787.2M
30,2022-09-23 12:35:31,Select CRO-USDCRO-USD,Cronos USD,0.120005,+0.016389,+15.82%,3.032B,54.745M,54.745M,54.745M,25.263B
31,2022-09-23 12:35:31,Select ALGO-USDALGO-USD,Algorand USD,0.396978,+0.048763,+14.00%,2.752B,583.009M,583.009M,583.009M,6.931B
32,2022-09-23 12:35:31,Select XMR-USDXMR-USD,Monero USD,144.68,+8.26,+6.05%,2.63B,90.406M,90.406M,90.406M,18.178M
33,2022-09-23 12:35:31,Select BCH-USDBCH-USD,Bitcoin Cash USD,119.72,+9.28,+8.41%,2.296B,234.505M,234.505M,234.505M,19.181M
34,2022-09-23 12:35:32,Select BTCB-USDBTCB-USD,Bitcoin BEP2 USD,"19,406.28",+691.64,+3.70%,2.045B,8.245M,8.245M,8.245M,"105,360"
35,2022-09-23 12:35:32,Select APE3-USDAPE3-USD,ApeCoin USD,5.9496,+0.2466,+4.32%,1.826B,386.293M,386.293M,386.293M,306.875M
36,2022-09-23 12:35:32,Select FLOW-USDFLOW-USD,Flow USD,1.7478,+0.0970,+5.88%,1.811B,50.741M,50.741M,50.741M,1.036B
37,2022-09-23 12:35:32,Select TONCOIN-USDTONCOIN-USD,Toncoin USD,1.4788,+0.1438,+10.77%,1.806B,19.602M,19.602M,19.602M,1.221B
38,2022-09-23 12:35:32,Select VET-USDVET-USD,VeChain USD,0.023473,+0.001374,+6.22%,1.702B,76.912M,76.912M,76.912M,72.511B
39,2022-09-23 12:35:33,Select CHZ-USDCHZ-USD,Chiliz USD,0.279488,+0.036794,+15.16%,1.677B,857.119M,857.119M,857.119M,6B
40,2022-09-23 12:35:33,Select LUNA1-USDLUNA1-USD,Terra Classic USD,0.000268,-0.000014,-4.97%,1.648B,384.765M,384.765M,384.765M,6.151T
41,2022-09-23 12:35:33,Select ICP-USDICP-USD,Internet Computer USD,6.2458,+0.2761,+4.63%,1.636B,37.662M,37.662M,37.662M,261.889M
