,date_scraped,symbol,name,price,change,change_perc,market_cap,vol_utc,vol_24,total_vol,circ_supply
0,2022-10-31 10:34:53,BTC-USD,Bitcoin USD,"20,468.10",-287.57,-1.39%,392.864B,32.723B,32.723B,32.723B,19.194M
1,2022-10-31 10:34:53,ETH-USD,Ethereum USD,"1,568.63",-42.58,-2.64%,191.959B,14.717B,14.717B,14.717B,122.374M
2,2022-10-31 10:34:53,USDT-USD,Tether USD,1.0002,+0.0000,+0.00%,69.119B,54.778B,54.778B,54.778B,69.103B
3,2022-10-31 10:34:54,BNB-USD,BNB USD,308.53,+4.79,+1.58%,49.358B,1.496B,1.496B,1.496B,159.979M
4,2022-10-31 10:34:54,USDC-USD,USD Coin USD,1.0000,+0.0000,+0.00%,43.691B,3.715B,3.715B,3.715B,43.69B
5,2022-10-31 10:34:54,XRP-USD,XRP USD,0.450799,-0.017159,-3.67%,22.578B,1.039B,1.039B,1.039B,50.085B
6,2022-10-31 10:34:54,BUSD-USD,Binance USD USD,0.999915,-0.000602,-0.06%,21.393B,6.086B,6.086B,6.086B,21.395B
7,2022-10-31 10:34:54,DOGE-USD,Dogecoin USD,0.118699,-0.006490,-5.18%,15.748B,7.792B,7.792B,7.792B,132.671B
8,2022-10-31 10:34:54,ADA-USD,Cardano USD,0.399879,-0.016078,-3.87%,13.725B,584.455M,584.455M,584.455M,34.323B
9,2022-10-31 10:34:55,SOL-USD,Solana USD,32.55,-0.49,-1.47%,11.678B,815.033M,815.033M,815.033M,358.776M
10,2022-10-31 10:34:55,MATIC-USD,Polygon USD,0.899193,-0.028206,-3.04%,7.854B,348.881M,348.881M,348.881M,8.734B
11,2022-10-31 10:34:55,HEX-USD,HEX USD,0.043756,-0.001496,-3.30%,7.588B,3.776M,3.776M,3.776M,173.411B
12,2022-10-31 10:34:55,DOT-USD,Polkadot USD,6.6002,-0.0167,-0.25%,7.468B,261.645M,261.645M,261.645M,1.132B
13,2022-10-31 10:34:56,SHIB-USD,Shiba Inu USD,0.000012,-0.000001,-9.61%,6.482B,1.128B,1.128B,1.128B,549.063T
14,2022-10-31 10:34:56,WTRX-USD,Wrapped TRON USD,0.063081,-0.000834,-1.30%,6.414B,"736,545","736,545","736,545",101.676B
15,2022-10-31 10:34:56,DAI-USD,Dai USD,0.999379,-0.000327,-0.03%,6.228B,239.144M,239.144M,239.144M,6.232B
16,2022-10-31 10:34:56,TRX-USD,TRON USD,0.062678,-0.001450,-2.26%,5.783B,322.729M,322.729M,322.729M,92.264B
17,2022-10-31 10:34:56,AVAX-USD,Avalanche USD,18.37,+0.07,+0.37%,5.483B,304.354M,304.354M,304.354M,298.444M
18,2022-10-31 10:34:57,STETH-USD,Lido Staked ETH USD,"1,565.92",-43.12,-2.68%,5.461B,1.032M,1.032M,1.032M,3.488M
19,2022-10-31 10:34:57,UNI7083-USD,Uniswap USD,6.7395,-0.4748,-6.58%,5.137B,176.276M,176.276M,176.276M,762.209M
20,2022-10-31 10:34:57,WBTC-USD,Wrapped Bitcoin USD,"20,477.25",-277.35,-1.34%,5.027B,97.85M,97.85M,97.85M,"245,479"
21,2022-10-31 10:34:57,LEO-USD,UNUS SED LEO USD,4.5039,+0.0040,+0.09%,4.297B,2.714M,2.714M,2.714M,953.954M
22,2022-10-31 10:34:58,ATOM-USD,Cosmos USD,13.87,+0.51,+3.85%,3.972B,371.618M,371.618M,371.618M,286.37M
23,2022-10-31 10:34:58,LTC-USD,Litecoin USD,54.51,-2.21,-3.90%,3.898B,459.787M,459.787M,459.787M,71.504M
24,2022-10-31 10:34:58,LINK-USD,Chainlink USD,7.7001,-0.0096,-0.12%,3.785B,620.529M,620.529M,620.529M,491.6M
25,2022-10-31 10:34:58,FTT-USD,FTX Token USD,25.40,-0.02,-0.07%,3.382B,55.775M,55.775M,55.775M,133.136M
26,2022-10-31 10:34:58,ETC-USD,Ethereum Classic USD,23.94,-1.72,-6.71%,3.295B,409.283M,409.283M,409.283M,137.65M
27,2022-10-31 10:34:59,CRO-USD,Cronos USD,0.114959,+0.004757,+4.32%,2.904B,64.964M,64.964M,64.964M,25.263B
