,date_scraped,symbol,name,price,change,change_perc,market_cap,vol_utc,vol_24,total_vol,circ_supply
0,2022-10-24 09:54:57,BTC-USD,Bitcoin USD,"19,416.42",+239.74,+1.25%,372.557B,23.918B,23.918B,23.918B,19.188M
1,2022-10-24 09:54:59,ETH-USD,Ethereum USD,"1,355.08",+47.05,+3.60%,165.827B,10.564B,10.564B,10.564B,122.374M
2,2022-10-24 09:55:00,USDT-USD,Tether USD,1.0001,+0.0000,+0.00%,68.459B,33.661B,33.661B,33.661B,68.453B
3,2022-10-24 09:55:00,BNB-USD,BNB USD,275.29,+5.45,+2.02%,44.041B,501.758M,501.758M,501.758M,159.98M
4,2022-10-24 09:55:00,USDC-USD,USD Coin USD,0.999981,+0.000016,+0.00%,43.93B,2.387B,2.387B,2.387B,43.931B
5,2022-10-24 09:55:00,XRP-USD,XRP USD,0.463795,+0.003998,+0.87%,23.137B,1.003B,1.003B,1.003B,49.887B
6,2022-10-24 09:55:00,BUSD-USD,Binance USD USD,1.0000,-0.0001,-0.01%,21.628B,4.756B,4.756B,4.756B,21.628B
7,2022-10-24 09:55:01,ADA-USD,Cardano USD,0.359246,+0.008462,+2.41%,12.324B,398.169M,398.169M,398.169M,34.305B
8,2022-10-24 09:55:01,SOL-USD,Solana USD,28.92,+0.97,+3.46%,10.363B,670.082M,670.082M,670.082M,358.374M
9,2022-10-24 09:55:01,DOGE-USD,Dogecoin USD,0.060200,+0.000631,+1.06%,7.987B,196.771M,196.771M,196.771M,132.671B
10,2022-10-24 09:55:01,MATIC-USD,Polygon USD,0.892666,+0.063079,+7.60%,7.797B,413.779M,413.779M,413.779M,8.734B
11,2022-10-24 09:55:02,DOT-USD,Polkadot USD,5.9013,+0.0820,+1.41%,6.665B,205.708M,205.708M,205.708M,1.129B
12,2022-10-24 09:55:02,WTRX-USD,Wrapped TRON USD,0.061769,+0.000052,+0.08%,6.28B,"283,924","283,924","283,924",101.676B
13,2022-10-24 09:55:02,DAI-USD,Dai USD,0.999789,+0.000061,+0.01%,6.244B,181.121M,181.121M,181.121M,6.245B
14,2022-10-24 09:55:02,HEX-USD,HEX USD,0.035158,+0.001733,+5.18%,6.097B,5.263M,5.263M,5.263M,173.411B
15,2022-10-24 09:55:03,TRX-USD,TRON USD,0.061649,-0.000160,-0.26%,5.69B,279.918M,279.918M,279.918M,92.289B
16,2022-10-24 09:55:03,SHIB-USD,Shiba Inu USD,0.000010,+0.000000,+0.94%,5.534B,118.359M,118.359M,118.359M,549.063T
17,2022-10-24 09:55:03,AVAX-USD,Avalanche USD,16.26,+0.63,+4.00%,4.829B,200.296M,200.296M,200.296M,297.026M
18,2022-10-24 09:55:03,UNI7083-USD,Uniswap USD,6.2849,+0.2095,+3.45%,4.79B,94.653M,94.653M,94.653M,762.209M
19,2022-10-24 09:55:04,WBTC-USD,Wrapped Bitcoin USD,"19,436.68",+263.62,+1.37%,4.762B,108.654M,108.654M,108.654M,"244,980"
20,2022-10-24 09:55:04,STETH-USD,Lido Staked ETH USD,"1,352.58",+49.07,+3.76%,4.717B,1.781M,1.781M,1.781M,3.488M
21,2022-10-24 09:55:04,LEO-USD,UNUS SED LEO USD,4.1768,+0.0490,+1.19%,3.984B,2.511M,2.511M,2.511M,953.954M
22,2022-10-24 09:55:04,LTC-USD,Litecoin USD,53.58,+1.62,+3.12%,3.828B,359.316M,359.316M,359.316M,71.452M
23,2022-10-24 09:55:05,LINK-USD,Chainlink USD,6.9902,+0.1537,+2.25%,3.436B,282.884M,282.884M,282.884M,491.6M
24,2022-10-24 09:55:05,ATOM-USD,Cosmos USD,11.90,+0.25,+2.15%,3.408B,157.46M,157.46M,157.46M,286.37M
25,2022-10-24 09:55:05,ETC-USD,Ethereum Classic USD,23.03,+0.03,+0.14%,3.168B,344.187M,344.187M,344.187M,137.527M
26,2022-10-24 09:55:05,FTT-USD,FTX Token USD,22.98,+0.44,+1.95%,3.062B,36.656M,36.656M,36.656M,133.261M
27,2022-10-24 09:55:06,XLM-USD,Stellar USD,0.110927,+0.000440,+0.40%,2.84B,66.838M,66.838M,66.838M,25.607B
28,2022-10-24 09:55:06,CRO-USD,Cronos USD,0.106380,+0.001254,+1.19%,2.687B,20.276M,20.276M,20.276M,25.263B
29,2022-10-24 09:55:06,XMR-USD,Monero USD,143.80,+1.13,+0.80%,2.616B,59.59M,59.59M,59.59M,18.191M
30,2022-10-24 09:55:06,NEAR-USD,NEAR Protocol USD,2.9591,+0.0421,+1.44%,2.41B,147.1M,147.1M,147.1M,814.435M
31,2022-10-24 09:55:07,ALGO-USD,Algorand USD,0.312718,+0.000775,+0.25%,2.207B,47.77M,47.77M,47.77M,7.057B
32,2022-10-24 09:55:07,BCH-USD,Bitcoin Cash USD,109.68,+1.46,+1.35%,2.107B,186.654M,186.654M,186.654M,19.209M
33,2022-10-24 09:55:07,QNT-USD,Quant USD,174.34,-0.06,-0.03%,2.105B,85.644M,85.644M,85.644M,12.073M
34,2022-10-24 09:55:07,BTCB-USD,Bitcoin BEP2 USD,"19,446.62",+267.54,+1.39%,2.051B,2.247M,2.247M,2.247M,"105,447"
35,2022-10-24 09:55:08,TON11419-USD,Toncoin USD,1.4149,+0.0349,+2.53%,1.728B,5.1M,5.1M,5.1M,1.221B
36,2022-10-24 09:55:08,VET-USD,VeChain USD,0.022556,-0.000020,-0.09%,1.636B,40.634M,40.634M,40.634M,72.511B
37,2022-10-24 09:55:08,LUNC-USD,Terra Classic USD,0.000239,+0.000006,+2.39%,1.576B,225.574M,225.574M,225.574M,6.59T
38,2022-10-24 09:55:08,FLOW-USD,Flow USD,1.5057,+0.0526,+3.62%,1.56B,30.038M,30.038M,30.038M,1.036B
