,date_scraped,symbol,name,price,change,change_perc,market_cap,vol_utc,vol_24,total_vol,circ_supply
0,2022-10-07 09:10:50,BTC-USD,Bitcoin USD,"19,985.74",-306.67,-1.51%,383.156B,33.428B,33.428B,33.428B,19.171M
1,2022-10-07 09:10:53,ETH-USD,Ethereum USD,"1,355.44",-17.61,-1.28%,166.291B,11.408B,11.408B,11.408B,122.684M
2,2022-10-07 09:10:53,USDT-USD,Tether USD,1.0001,+0.0000,+0.00%,68.222B,42.416B,42.416B,42.416B,68.213B
3,2022-10-07 09:10:53,USDC-USD,USD Coin USD,1.0000,-0.0002,-0.02%,46.246B,3.909B,3.909B,3.909B,46.246B
4,2022-10-07 09:10:53,BNB-USD,BNB USD,285.33,-11.43,-3.85%,46.034B,1.039B,1.039B,1.039B,161.337M
5,2022-10-07 09:10:53,XRP-USD,XRP USD,0.491214,-0.003467,-0.70%,24.491B,1.894B,1.894B,1.894B,49.859B
6,2022-10-07 09:10:53,BUSD-USD,Binance USD USD,1.0002,+0.0001,+0.01%,21.046B,6.236B,6.236B,6.236B,21.042B
7,2022-10-07 09:10:54,ADA-USD,Cardano USD,0.428132,-0.005769,-1.33%,14.67B,415.336M,415.336M,415.336M,34.266B
8,2022-10-07 09:10:54,SOL-USD,Solana USD,33.43,-0.89,-2.61%,11.892B,676.678M,676.678M,676.678M,355.726M
9,2022-10-07 09:10:54,DOGE-USD,Dogecoin USD,0.063402,-0.001628,-2.50%,8.412B,372.903M,372.903M,372.903M,132.671B
10,2022-10-07 09:10:54,MATIC-USD,Polygon USD,0.8375,-0.0156,-1.8266%,7.315B,318.234M,318.234M,318.234M,8.734B
11,2022-10-07 09:10:54,DOT-USD,Polkadot USD,6.3566,-0.1202,-1.86%,7.145B,200.075M,200.075M,200.075M,1.124B
12,2022-10-07 09:10:54,DAI-USD,Dai USD,0.999585,-0.000485,-0.05%,6.784B,370.375M,370.375M,370.375M,6.787B
13,2022-10-07 09:10:55,WTRX-USD,Wrapped TRON USD,0.062940,+0.000830,+1.34%,6.399B,"668,646","668,646","668,646",101.676B
14,2022-10-07 09:10:55,SHIB-USD,Shiba Inu USD,0.0000,-0.0000,-2.5862%,6.160B,209.119M,209.119M,209.119M,549.063T
15,2022-10-07 09:10:55,TRX-USD,TRON USD,0.0630,+0.0008,+1.2752%,5.816B,333.292M,333.292M,333.292M,92.335B
16,2022-10-07 09:10:55,HEX-USD,HEX USD,0.0334,-0.0002,-0.6277%,5.791B,5.335M,5.335M,5.335M,173.411B
17,2022-10-07 09:10:55,UNI1-USD,Uniswap USD,6.97,+0.07,+0.96%,5.310B,146.671M,146.671M,146.671M,762.209M
18,2022-10-07 09:10:56,AVAX-USD,Avalanche USD,17.10,-0.43,-2.46%,5.062B,179.84M,179.84M,179.84M,296.118M
19,2022-10-07 09:10:56,WBTC-USD,Wrapped Bitcoin USD,"19,979.86",-296.49,-1.46%,4.892B,113.85M,113.85M,113.85M,"244,856"
20,2022-10-07 09:10:56,STETH-USD,Lido Staked ETH USD,"1,347.98",-16.66,-1.22%,4.701B,3.315M,3.315M,3.315M,3.488M
21,2022-10-07 09:10:56,YOUC-USD,yOUcash USD,0.511217,-0.000264,-0.05%,4.405B,"818,407","818,407","818,407",8.617B
22,2022-10-07 09:10:56,LEO-USD,UNUS SED LEO USD,4.0569,-0.2020,-4.74%,3.87B,3.023M,3.023M,3.023M,953.954M
23,2022-10-07 09:10:56,ETC-USD,Ethereum Classic USD,27.82,+0.01,+0.03%,3.818B,482.105M,482.105M,482.105M,137.245M
24,2022-10-07 09:10:57,LTC-USD,Litecoin USD,53.42,-1.52,-2.76%,3.810B,357.21M,357.21M,357.21M,71.33M
25,2022-10-07 09:10:57,LINK-USD,Chainlink USD,7.68,-0.21,-2.72%,3.777B,342.872M,342.872M,342.872M,491.6M
26,2022-10-07 09:10:57,ATOM-USD,Cosmos USD,12.95,-0.13,-0.97%,3.709B,315.937M,315.937M,315.937M,286.37M
27,2022-10-07 09:10:57,FTT-USD,FTX Token USD,24.54,-0.45,-1.81%,3.288B,49.142M,49.142M,49.142M,133.975M
28,2022-10-07 09:10:57,XLM-USD,Stellar USD,0.1194,+0.0002,+0.1692%,3.050B,140.846M,140.846M,140.846M,25.54B
29,2022-10-07 09:10:58,NEAR-USD,NEAR Protocol USD,3.6196,-0.0945,-2.54%,2.902B,159.144M,159.144M,159.144M,801.804M
30,2022-10-07 09:10:58,CRO-USD,Cronos USD,0.1094,-0.0015,-1.3666%,2.763B,18.583M,18.583M,18.583M,25.263B
31,2022-10-07 09:10:58,XMR-USD,Monero USD,148.65,+1.06,+0.72%,2.703B,122.2M,122.2M,122.2M,18.184M
32,2022-10-07 09:10:58,ALGO-USD,Algorand USD,0.3491,-0.0069,-1.9439%,2.449B,94.468M,94.468M,94.468M,7.015B
