,date_scraped,symbol,name,price,change,change_perc,market_cap,vol_utc,vol_24,total_vol,circ_supply
0,2022-11-07 07:37:17,BTC-USD,Bitcoin USD,"20,991.31",-279.34,-1.31%,403.037B,34.441B,34.441B,34.441B,19.2M
1,2022-11-07 07:37:19,ETH-USD,Ethereum USD,"1,580.11",-45.99,-2.83%,193.364B,11.324B,11.324B,11.324B,122.374M
2,2022-11-07 07:37:19,USDT-USD,Tether USD,1.0001,+0.0000,+0.00%,69.369B,50.09B,50.09B,50.09B,69.361B
3,2022-11-07 07:37:20,BNB-USD,BNB USD,344.28,-4.32,-1.24%,55.077B,1.105B,1.105B,1.105B,159.977M
4,2022-11-07 07:37:20,USDC-USD,USD Coin USD,0.999819,-0.000173,-0.02%,42.186B,2.332B,2.332B,2.332B,42.193B
5,2022-11-07 07:37:20,XRP-USD,XRP USD,0.472655,-0.020785,-4.21%,23.735B,918.973M,918.973M,918.973M,50.215B
6,2022-11-07 07:37:20,BUSD-USD,Binance USD USD,1.0000,+0.0001,+0.01%,22.544B,6.022B,6.022B,6.022B,22.544B
7,2022-11-07 07:37:20,DOGE-USD,Dogecoin USD,0.114660,-0.009343,-7.53%,15.212B,1.256B,1.256B,1.256B,132.671B
8,2022-11-07 07:37:20,ADA-USD,Cardano USD,0.405508,-0.020414,-4.79%,13.927B,489.137M,489.137M,489.137M,34.344B
9,2022-11-07 07:37:21,SOL-USD,Solana USD,32.83,-3.89,-10.60%,11.793B,1.617B,1.617B,1.617B,359.222M
10,2022-11-07 07:37:21,MATIC-USD,Polygon USD,1.1509,-0.0255,-2.17%,10.052B,793.824M,793.824M,793.824M,8.734B
11,2022-11-07 07:37:21,DOT-USD,Polkadot USD,6.8382,-0.1701,-2.43%,7.869B,309.128M,309.128M,309.128M,1.151B
12,2022-11-07 07:37:21,SHIB-USD,Shiba Inu USD,0.000012,-0.000001,-4.45%,6.524B,411.004M,411.004M,411.004M,549.063T
13,2022-11-07 07:37:21,HEX-USD,HEX USD,0.037210,-0.002187,-5.55%,6.453B,5.801M,5.801M,5.801M,173.411B
14,2022-11-07 07:37:21,WTRX-USD,Wrapped TRON USD,0.063101,-0.000482,-0.76%,6.416B,1.27M,1.27M,1.27M,101.676B
15,2022-11-07 07:37:22,DAI-USD,Dai USD,0.999287,-0.000676,-0.07%,6.173B,228.906M,228.906M,228.906M,6.178B
16,2022-11-07 07:37:22,TRX-USD,TRON USD,0.062860,-0.000698,-1.10%,5.798B,386.571M,386.571M,386.571M,92.236B
17,2022-11-07 07:37:22,AVAX-USD,Avalanche USD,18.37,-1.22,-6.22%,5.496B,236.183M,236.183M,236.183M,299.245M
18,2022-11-07 07:37:22,STETH-USD,Lido Staked ETH USD,"1,575.28",-52.74,-3.24%,5.494B,1.548M,1.548M,1.548M,3.488M
