,date_scraped,symbol,name,price,change,change_perc,market_cap,vol_utc,vol_24,total_vol,circ_supply
0,2022-09-26 12:57:07,Select BTC-USDBTC-USD,Bitcoin USD,"18,864.60",-148.30,-0.78%,361.461B,26.144B,26.144B,26.144B,19.161M
1,2022-09-26 12:57:09,Select ETH-USDETH-USD,Ethereum USD,"1,298.46",-28.81,-2.17%,159.1B,12.756B,12.756B,12.756B,122.529M
2,2022-09-26 12:57:09,Select USDT-USDUSDT-USD,Tether USD,1.0001,-0.0000,-0.00%,67.959B,37.951B,37.951B,37.951B,67.955B
3,2022-09-26 12:57:09,Select USDC-USDUSDC-USD,USD Coin USD,1.0000,+0.0000,+0.00%,49.472B,4.134B,4.134B,4.134B,49.47B
4,2022-09-26 12:57:10,Select BNB-USDBNB-USD,BNB USD,272.59,-2.98,-1.08%,43.978B,670.615M,670.615M,670.615M,161.337M
5,2022-09-26 12:57:10,Select XRP-USDXRP-USD,XRP USD,0.483747,-0.006469,-1.32%,24.114B,3.569B,3.569B,3.569B,49.849B
6,2022-09-26 12:57:10,Select BUSD-USDBUSD-USD,Binance USD USD,1.0008,+0.0010,+0.10%,20.534B,6.729B,6.729B,6.729B,20.517B
7,2022-09-26 12:57:10,Select ADA-USDADA-USD,Cardano USD,0.444454,-0.011365,-2.49%,15.215B,576.907M,576.907M,576.907M,34.233B
8,2022-09-26 12:57:10,Select SOL-USDSOL-USD,Solana USD,32.51,-1.41,-4.15%,11.531B,668.746M,668.746M,668.746M,354.651M
9,2022-09-26 12:57:10,Select DOGE-USDDOGE-USD,Dogecoin USD,0.061475,-0.001775,-2.81%,8.156B,362.887M,362.887M,362.887M,132.671B
10,2022-09-26 12:57:10,Select DOT-USDDOT-USD,Polkadot USD,6.2827,-0.0405,-0.64%,7.04B,242.931M,242.931M,242.931M,1.12B
11,2022-09-26 12:57:11,Select DAI-USDDAI-USD,Dai USD,0.999510,-0.000593,-0.06%,6.926B,201.082M,201.082M,201.082M,6.93B
12,2022-09-26 12:57:11,Select MATIC-USDMATIC-USD,Polygon USD,0.738753,-0.023806,-3.12%,6.453B,296.029M,296.029M,296.029M,8.734B
13,2022-09-26 12:57:11,Select SHIB-USDSHIB-USD,Shiba Inu USD,0.000011,-0.000000,-3.84%,6.055B,290.972M,290.972M,290.972M,549.063T
14,2022-09-26 12:57:11,Select WTRX-USDWTRX-USD,Wrapped TRON USD,0.059319,-0.000695,-1.16%,6.031B,"383,469","383,469","383,469",101.676B
15,2022-09-26 12:57:11,Select HEX-USDHEX-USD,HEX USD,0.033302,+0.000439,+1.34%,5.775B,5.825M,5.825M,5.825M,173.411B
16,2022-09-26 12:57:11,Select TRX-USDTRX-USD,TRON USD,0.059216,-0.000886,-1.47%,5.469B,305.931M,305.931M,305.931M,92.354B
17,2022-09-26 12:57:11,Select AVAX-USDAVAX-USD,Avalanche USD,17.27,-0.56,-3.15%,5.11B,151.303M,151.303M,151.303M,295.886M
18,2022-09-26 12:57:12,Select WBTC-USDWBTC-USD,Wrapped Bitcoin USD,"18,854.40",-159.17,-0.84%,4.614B,106.602M,106.602M,106.602M,"244,707"
19,2022-09-26 12:57:12,Select STETH-USDSTETH-USD,Lido Staked ETH USD,"1,289.54",-30.07,-2.28%,4.498B,8.645M,8.645M,8.645M,3.488M
20,2022-09-26 12:57:12,Select YOUC-USDYOUC-USD,yOUcash USD,0.511434,-0.000001,-0.00%,4.407B,"506,370","506,370","506,370",8.617B
21,2022-09-26 12:57:12,Select UNI1-USDUNI1-USD,Uniswap USD,5.6612,-0.2415,-4.09%,4.315B,85.707M,85.707M,85.707M,762.209M
22,2022-09-26 12:57:12,Select ATOM-USDATOM-USD,Cosmos USD,14.19,+0.29,+2.08%,4.064B,526.997M,526.997M,526.997M,286.37M
23,2022-09-26 12:57:12,Select LEO-USDLEO-USD,UNUS SED LEO USD,4.0994,-0.1810,-4.23%,3.911B,3.228M,3.228M,3.228M,953.954M
24,2022-09-26 12:57:13,Select ETC-USDETC-USD,Ethereum Classic USD,28.25,-0.78,-2.67%,3.872B,450.968M,450.968M,450.968M,137.058M
25,2022-09-26 12:57:13,Select LINK-USDLINK-USD,Chainlink USD,7.6994,-0.0667,-0.86%,3.785B,760.593M,760.593M,760.593M,491.6M
26,2022-09-26 12:57:13,Select LTC-USDLTC-USD,Litecoin USD,52.88,-1.22,-2.26%,3.768B,395.323M,395.323M,395.323M,71.251M
27,2022-09-26 12:57:13,Select FTT-USDFTT-USD,FTX Token USD,23.46,-0.33,-1.39%,3.143B,42.193M,42.193M,42.193M,133.975M
28,2022-09-26 12:57:13,Select XLM-USDXLM-USD,Stellar USD,0.116813,-0.002751,-2.30%,2.974B,175.194M,175.194M,175.194M,25.462B
29,2022-09-26 12:57:13,Select NEAR-USDNEAR-USD,NEAR Protocol USD,3.6425,-0.1105,-2.95%,2.867B,156.852M,156.852M,156.852M,787.2M
30,2022-09-26 12:57:14,Select CRO-USDCRO-USD,Cronos USD,0.113181,-0.004189,-3.57%,2.859B,32.583M,32.583M,32.583M,25.263B
31,2022-09-26 12:57:14,Select ALGO-USDALGO-USD,Algorand USD,0.373172,-0.014017,-3.62%,2.587B,253.661M,253.661M,253.661M,6.931B
32,2022-09-26 12:57:14,Select XMR-USDXMR-USD,Monero USD,141.18,-1.91,-1.33%,2.566B,51.009M,51.009M,51.009M,18.179M
