,date_scraped,symbol,name,price,change,change_perc,market_cap,vol_utc,vol_24,total_vol,circ_supply
0,2022-11-08 17:25:11,BTC-USD,Bitcoin USD,"19,762.73",-975.37,-4.70%,379.474B,66.996B,66.996B,66.996B,19.202M
1,2022-11-08 17:25:13,ETH-USD,Ethereum USD,"1,486.82",-84.99,-5.41%,181.948B,20.488B,20.488B,20.488B,122.374M
2,2022-11-08 17:25:13,USDT-USD,Tether USD,1.0003,+0.0002,+0.02%,69.545B,92.329B,92.329B,92.329B,69.524B
3,2022-11-08 17:25:14,BNB-USD,BNB USD,331.79,+0.29,+0.09%,53.079B,2.613B,2.613B,2.613B,159.976M
4,2022-11-08 17:25:14,USDC-USD,USD Coin USD,1.0001,+0.0001,+0.01%,43.104B,4.293B,4.293B,4.293B,43.099B
5,2022-11-08 17:25:14,BUSD-USD,Binance USD USD,0.999886,-0.000146,-0.01%,22.542B,11.623B,11.623B,11.623B,22.544B
6,2022-11-08 17:25:14,XRP-USD,XRP USD,0.439557,-0.029401,-6.27%,22.072B,2.173B,2.173B,2.173B,50.215B
7,2022-11-08 17:25:14,DOGE-USD,Dogecoin USD,0.101778,-0.013369,-11.61%,13.503B,1.871B,1.871B,1.871B,132.671B
8,2022-11-08 17:25:15,ADA-USD,Cardano USD,0.386391,-0.018738,-4.63%,13.27B,728.379M,728.379M,728.379M,34.344B
9,2022-11-08 17:25:15,SOL-USD,Solana USD,28.42,-3.06,-9.73%,10.264B,3.849B,3.849B,3.849B,361.17M
10,2022-11-08 17:25:15,MATIC-USD,Polygon USD,1.1530,-0.0385,-3.23%,10.07B,1.852B,1.852B,1.852B,8.734B
11,2022-11-08 17:25:15,DOT-USD,Polkadot USD,6.6215,-0.1525,-2.25%,7.506B,615.31M,615.31M,615.31M,1.134B
12,2022-11-08 17:25:15,DAI-USD,Dai USD,0.999826,-0.000218,-0.02%,6.262B,288.52M,288.52M,288.52M,6.263B
13,2022-11-08 17:25:15,WTRX-USD,Wrapped TRON USD,0.060943,-0.001210,-1.95%,6.196B,1.439M,1.439M,1.439M,101.676B
14,2022-11-08 17:25:16,SHIB-USD,Shiba Inu USD,0.000011,-0.000001,-7.82%,6.018B,468.631M,468.631M,468.631M,549.063T
15,2022-11-08 17:25:16,TRX-USD,TRON USD,0.061189,-0.001127,-1.81%,5.643B,461.415M,461.415M,461.415M,92.23B
16,2022-11-08 17:25:16,HEX-USD,HEX USD,0.030449,-0.004665,-13.28%,5.28B,14.048M,14.048M,14.048M,173.411B
17,2022-11-08 17:25:16,STETH-USD,Lido Staked ETH USD,"1,460.23",-107.75,-6.87%,5.093B,6.204M,6.204M,6.204M,3.488M
18,2022-11-08 17:25:16,AVAX-USD,Avalanche USD,16.77,-1.50,-8.19%,5.024B,480.903M,480.903M,480.903M,299.614M
19,2022-11-08 17:25:16,UNI7083-USD,Uniswap USD,6.5541,-0.6552,-9.09%,4.996B,252.232M,252.232M,252.232M,762.209M
20,2022-11-08 17:25:17,WBTC-USD,Wrapped Bitcoin USD,"19,750.06",-974.86,-4.70%,4.848B,156.951M,156.951M,156.951M,"245,479"
21,2022-11-08 17:25:17,LTC-USD,Litecoin USD,64.26,-6.46,-9.13%,4.599B,1.167B,1.167B,1.167B,71.565M
22,2022-11-08 17:25:17,LINK-USD,Chainlink USD,8.5945,+0.4863,+6.00%,4.225B,1.322B,1.322B,1.322B,491.6M
23,2022-11-08 17:25:17,LEO-USD,UNUS SED LEO USD,4.0903,-0.0872,-2.09%,3.902B,2.912M,2.912M,2.912M,953.954M
24,2022-11-08 17:25:17,ATOM-USD,Cosmos USD,13.18,-1.07,-7.53%,3.774B,406.968M,406.968M,406.968M,286.37M
25,2022-11-08 17:25:18,ETC-USD,Ethereum Classic USD,23.60,-1.52,-6.05%,3.251B,453.004M,453.004M,453.004M,137.795M
26,2022-11-08 17:25:18,CRO-USD,Cronos USD,0.115697,-0.005383,-4.45%,2.923B,96.721M,96.721M,96.721M,25.263B
27,2022-11-08 17:25:18,ALGO-USD,Algorand USD,0.389134,-0.021528,-5.24%,2.758B,613.983M,613.983M,613.983M,7.087B
28,2022-11-08 17:25:18,XMR-USD,Monero USD,147.90,-8.76,-5.59%,2.692B,104.334M,104.334M,104.334M,18.198M
29,2022-11-08 17:25:18,XLM-USD,Stellar USD,0.104678,-0.004877,-4.45%,2.684B,141.852M,141.852M,141.852M,25.642B
30,2022-11-08 17:25:18,FTT-USD,FTX Token USD,18.30,-4.36,-19.24%,2.435B,1.35B,1.35B,1.35B,133.026M
31,2022-11-08 17:25:19,NEAR-USD,NEAR Protocol USD,2.8729,-0.1795,-5.88%,2.357B,232.24M,232.24M,232.24M,820.263M
32,2022-11-08 17:25:19,BCH-USD,Bitcoin Cash USD,112.29,-5.05,-4.30%,2.158B,431.739M,431.739M,431.739M,19.223M
33,2022-11-08 17:25:19,BTCB-USD,Bitcoin BEP2 USD,"19,744.37","-1,032.00",-4.97%,2.079B,15.607M,15.607M,15.607M,"105,291"
34,2022-11-08 17:25:19,TON11419-USD,Toncoin USD,1.6409,+0.0921,+5.95%,2.004B,16.275M,16.275M,16.275M,1.221B
35,2022-11-08 17:25:19,VET-USD,VeChain USD,0.026376,+0.001154,+4.57%,1.913B,274.052M,274.052M,274.052M,72.511B
36,2022-11-08 17:25:20,QNT-USD,Quant USD,148.58,-7.02,-4.51%,1.794B,71.704M,71.704M,71.704M,12.073M
37,2022-11-08 17:25:20,FIL-USD,Filecoin USD,5.3678,-0.3610,-6.30%,1.7B,264.975M,264.975M,264.975M,316.696M
38,2022-11-08 17:25:20,FLOW-USD,Flow USD,1.6092,-0.1189,-6.88%,1.667B,53.975M,53.975M,53.975M,1.036B
39,2022-11-08 17:25:20,CHZ-USD,Chiliz USD,0.251622,-0.010537,-4.02%,1.511B,1.155B,1.155B,1.155B,6.007B
40,2022-11-08 17:25:21,LUNC-USD,Terra Classic USD,0.000222,-0.000012,-5.20%,1.461B,216.805M,216.805M,216.805M,6.593T
41,2022-11-08 17:25:21,APE18876-USD,ApeCoin USD,4.3044,-0.3206,-6.93%,1.321B,295.806M,295.806M,295.806M,306.875M
